longitude,latitude,treeid,botanic,common,yearinv,dbh
-76.456975,42.444794,8723,Robinia pseudoacacia,Black Locust,2012,12
-76.457049,42.444861,8724,Robinia pseudoacacia,Black Locust,2012,10
-76.456942,42.444928,8725,Robinia pseudoacacia,Black Locust,2012,9
-76.456899,42.445187,8726,Robinia pseudoacacia,Black Locust,2012,17
-76.456990,42.445210,8727,Robinia pseudoacacia,Black Locust,2012,11.5
-76.456935,42.445287,8728,Robinia pseudoacacia,Black Locust,2012,14.5
-76.456890,42.445418,8729,Picea abies,Norway Spruce,2012,7
-76.456903,42.445485,8730,Picea abies,Norway Spruce,2012,9.5
-76.457023,42.445521,8731,Picea abies,Norway Spruce,2012,8
-76.457137,42.445522,8732,Picea abies,Norway Spruce,2012,7
-76.456979,42.445453,8733,Picea abies,Norway Spruce,2012,8
-76.457052,42.445462,8734,Picea abies,Norway Spruce,2012,7.5
-76.457117,42.445468,8735,Picea abies,Norway Spruce,2012,7.5
-76.457061,42.445341,8736,Crataegus phaenopyrum,Washington Hawthorn,2012,4
-76.457138,42.445356,8737,Crataegus phaenopyrum,Washington Hawthorn,2012,5
-76.457173,42.445399,8738,Crataegus phaenopyrum,Washington Hawthorn,2012,5
-76.457325,42.445496,8739,Cercis canadensis,Eastern Redbud,2012,5.5
-76.457435,42.445509,8740,Cercis canadensis,Eastern Redbud,2012,6.5
-76.457587,42.445535,8741,Quercus palustris,Pin Oak,2012,7
-76.457753,42.445523,8742,Quercus palustris,Pin Oak,2012,7
-76.457689,42.445432,8743,Quercus palustris,Pin Oak,2012,10
-76.457861,42.445457,8744,Quercus palustris,Pin Oak,2012,7
-76.458143,42.445520,8745,Quercus palustris,Pin Oak,2012,7
-76.458186,42.445420,8746,Quercus palustris,Pin Oak,2012,7.5
-76.458344,42.445499,8747,Cercis canadensis,Eastern Redbud,2012,6
-76.458494,42.445452,8748,Picea abies,Norway Spruce,2012,6
-76.458572,42.445476,8749,Picea abies,Norway Spruce,2012,7
-76.458644,42.445433,8750,Picea abies,Norway Spruce,2012,5.5
-76.458515,42.445390,8751,Picea abies,Norway Spruce,2012,7
-76.458575,42.445411,8752,Picea abies,Norway Spruce,2012,7
-76.458615,42.445362,8753,Picea abies,Norway Spruce,2012,6
-76.458645,42.445310,8754,Picea abies,Norway Spruce,2012,7.5
-76.458644,42.445192,8755,Cercis canadensis,Eastern Redbud,2012,6.5
-76.458625,42.445128,8756,Cercis canadensis,Eastern Redbud,2012,6
-76.458661,42.445090,8757,Cercis canadensis,Eastern Redbud,2012,6.5
-76.458632,42.445028,8758,Nyssa sylvatica,Black Tupelo,2012,4
-76.458610,42.444957,8759,Taxodium distichum,Baldcypress,2012,9
-76.458637,42.444864,8760,Taxodium distichum,Baldcypress,2012,6.5
-76.458618,42.444810,8761,Taxodium distichum,Baldcypress,2012,6.5
-76.458592,42.444698,8762,Cercis canadensis,Eastern Redbud,2012,5.5
-76.458540,42.444722,8763,Cercis canadensis,Eastern Redbud,2012,4.5
-76.458554,42.444673,8764,Cercis canadensis,Eastern Redbud,2012,4
-76.458458,42.444549,8765,Acer rubrum,Red Maple,2012,3.5
-76.458279,42.444552,8766,Pseudotsuga menziesii,Douglas Fir,2012,4.5
-76.458076,42.444554,8767,Quercus montana,Chestnut Oak,2012,4
-76.457906,42.444557,8768,Quercus montana,Chestnut Oak,2012,3
-76.457720,42.444559,8769,Pseudotsuga menziesii,Douglas Fir,2012,5
-76.457542,42.444444,8770,Acer rubrum,Red Maple,2012,5
-76.457764,42.444442,8771,Quercus rubra,Northern Red Oak,2012,5
-76.457954,42.444412,8772,Pinus strobus,Eastern White Pine,2012,6
-76.457988,42.444375,8773,Pinus strobus,Eastern White Pine,2012,4.5
-76.458021,42.444415,8774,Pinus strobus,Eastern White Pine,2012,4.5
-76.458199,42.444432,8775,Quercus rubra,Northern Red Oak,2012,5
-76.458553,42.444333,8776,Robinia pseudoacacia,Black Locust,2012,6.5
-76.458437,42.444166,8777,Robinia pseudoacacia,Black Locust,2012,1
-76.458515,42.444166,8778,Nyssa sylvatica,Black Tupelo,2012,2.5
-76.458532,42.444033,8779,Robinia pseudoacacia,Black Locust,2012,6
-76.458428,42.443946,8780,Robinia pseudoacacia,Black Locust,2012,1
-76.458522,42.443693,8781,Pinus strobus,Eastern White Pine,2012,3
-76.458443,42.443567,8782,Pinus strobus,Eastern White Pine,2012,3
-76.460218,42.447093,9011,Nyssa sylvatica,Black Tupelo,2012,5
-76.459807,42.447220,9012,Acer x freemanii,Freeman Maple,2012,3.5
-76.459767,42.447383,9013,Abies balsamea,Balsam Fir,2012,6
-76.459615,42.447370,9014,Gymnocladus dioicus,Kentucky Coffeetree,2012,4
-76.459436,42.447547,9015,Abies balsamea,Balsam Fir,2012,6
-76.459231,42.447534,9016,Quercus palustris,Pin Oak,2012,3
-76.459207,42.447416,9017,Quercus palustris,Pin Oak,2012,2.5
-76.459080,42.447496,9018,Ulmus species,Elm Species,2012,6
-76.466558,42.433763,9069,Fraxinus americana,White Ash,2012,20
-76.466477,42.433743,9070,Juglans nigra,Black Walnut,2012,12
-76.465568,42.434419,9071,Populus tremuloides,Quaking Aspen,2012,4
-76.465569,42.434420,9072,Populus tremuloides,Quaking Aspen,2012,3.5
-76.465572,42.434425,9073,Populus tremuloides,Quaking Aspen,2012,3.5
-76.465580,42.434390,9074,Populus tremuloides,Quaking Aspen,2012,9
-76.463415,42.432240,9075,Salix x sepulcralis Simonkai,Weeping Willow,2012,32
-76.463390,42.432176,9076,Salix x sepulcralis Simonkai,Weeping Willow,2012,45
-76.463192,42.432106,9077,Salix x sepulcralis Simonkai,Weeping Willow,2012,27.5
-76.463054,42.432175,9078,Salix x sepulcralis Simonkai,Weeping Willow,2012,22
-76.463076,42.432303,9079,Salix x sepulcralis Simonkai,Weeping Willow,2012,35
-76.463101,42.432486,9080,Salix x sepulcralis Simonkai,Weeping Willow,2012,34.5
-76.463130,42.432600,9081,Salix x sepulcralis Simonkai,Weeping Willow,2012,34
-76.463119,42.432724,9082,Pinus nigra,Austrian Pine,2012,13.5
-76.463131,42.432743,9083,Pinus nigra,Austrian Pine,2012,18.5
-76.463163,42.432742,9084,Pinus nigra,Austrian Pine,2012,14
-76.463194,42.432743,9085,Pinus nigra,Austrian Pine,2012,11
-76.463198,42.432720,9086,Pinus nigra,Austrian Pine,2012,11.5
-76.463222,42.432741,9087,Pinus nigra,Austrian Pine,2012,15
-76.463248,42.432721,9088,Pinus nigra,Austrian Pine,2012,11
-76.463266,42.432738,9089,Pinus nigra,Austrian Pine,2012,19
-76.463294,42.432738,9090,Pinus nigra,Austrian Pine,2012,13
